Joseph A. Minahan,Massachusetts Institute of Technology,US,"Black Holes and Theoretical Physics
Quantum Chromodynamics and Particle Interactions
Particle physics theoretical and experimental studies","The Bethe-ansatz for Script N = 4 super Yang-Mills (1455 citations)
Localization techniques in quantum field theories (324 citations)
An N = 2 superconformal fixed point with E6 global symmetry (304 citations)"
Joshua Blumenstock,"University of California, Berkeley",US,"Human Mobility and Location-Based Analysis
ICT in Developing Communities
ICT Impact and Policies","Translation of microarray data into clinically relevant cancer diagnostic tests using gene expression ratios in lung cancer and mesothelioma. (882 citations)
Predicting poverty and wealth from mobile phone metadata (714 citations)
Mapping poverty using mobile phone and satellite data (337 citations)"
Justin Hilburn,,,"Algebraic structures and combinatorial models
Black Holes and Theoretical Physics
Homotopy and Cohomology in Algebraic Topology","Boundaries, mirror symmetry, and symplectic duality in 3d N = 4 $$ \mathcal{N}=4 $$ gauge theory (119 citations)
Vortices and Vermas (76 citations)
Tate’s thesis in the de Rham setting (15 citations)"
Katharine E. Jensen,Williams College,US,"Adhesion, Friction, and Surface Interactions
Surface Modification and Superhydrophobicity
Material Dynamics and Properties","Stiffening solids with liquid inclusions (347 citations)
Wetting and phase separation in soft adhesion (114 citations)
Local shear transformations in deformed and quiescent hard-sphere colloidal glasses (94 citations)"
Kazuo Hosomichi,National Defense Academy of Japan,JP,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Particle physics theoretical and experimental studies","SUSY gauge theories on squashed three-spheres (493 citations)
Localization techniques in quantum field theories (324 citations)
Notes on SUSY Gauge Theories on Three-Sphere (294 citations)"
Kevin Costello,,,"Black Holes and Theoretical Physics
Algebraic structures and combinatorial models
Homotopy and Cohomology in Algebraic Topology","Topological conformal field theories and Calabi–Yau categories (259 citations)
Renormalization and Effective Field Theory (223 citations)
Factorization Algebras in Quantum Field Theory (158 citations)"
Khalid M. Naseem,,,"Platelet Disorders and Treatments
Nitric Oxide and Endothelin Effects
Antiplatelet Therapy and Cardiovascular Diseases","The role of nitric oxide in cardiovascular diseases (553 citations)
Oxidized LDL activates blood platelets through CD36/NOX2–mediated inhibition of the cGMP/protein kinase G signaling cascade (172 citations)
Glucose metabolism and metabolic flexibility in blood platelets (128 citations)"
Kimyeong Lee,Beijing Institute of Mathematical Sciences and Applications,,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Particle physics theoretical and experimental studies","SU(2) calorons and magnetic monopoles (350 citations)
Localization techniques in quantum field theories (324 citations)
Disintegration of Waste Activated Sludge by Thermally-Activated Persulfates for Enhanced Dewaterability (278 citations)"
Konstantin Zarembo,KTH Royal Institute of Technology,SE,"Black Holes and Theoretical Physics
Quantum Chromodynamics and Particle Interactions
Particle physics theoretical and experimental studies","The Bethe-ansatz for Script N = 4 super Yang-Mills (1455 citations)
Wilson loops in supersymmetric Yang–Mills theory (621 citations)
Localization techniques in quantum field theories (324 citations)"
Kumuthu S. Amaradasa,,,"Coronary Interventions and Diagnostics
Cardiac electrophysiology and arrhythmias
Platelet Disorders and Treatments","Microtubule-Mediated Regulation of β 2 AR Translation and Function in Failing Hearts (16 citations)
Ticagrelor inverse agonist activity at the P2Y12 receptor is non‐reversible versus its endogenous agonist adenosine 5´‐diphosphate (9 citations)
Animal Models of Intimal Thickening in Coronary Artery Bypass Vein Graft Disease (0 citations)"
Leonardo Rastelli,Stony Brook University,US,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Particle physics theoretical and experimental studies","Correlation functions in the CFT /AdS+1 correspondence (823 citations)
Infinite Chiral Symmetry in Four Dimensions (579 citations)
The bootstrap program for boundary CFT d (362 citations)"
Li‐Li Hsiao,Harvard University,US,"Chronic Kidney Disease and Diabetes
Dialysis and Renal Disease Management
Health Literacy and Information Accessibility","Vascular Klotho Deficiency Potentiates the Development of Human Artery Calcification and Mediates Resistance to Fibroblast Growth Factor 23 (459 citations)
KIM-1–mediated phagocytosis reduces acute injury to the kidney (365 citations)
A sensitive ELISPOT assay to detect low-frequency human T lymphocytes (162 citations)"
M. J. Keith,University of Manchester,GB,"Pulsars and Gravitational Waves Research
Radio Astronomy Observations and Technology
Geophysics and Gravity Measurements","A Population of Fast Radio Bursts at Cosmological Distances (1057 citations)
The second data release from the European Pulsar Timing Array (1030 citations)
THE SECOND FERMI LARGE AREA TELESCOPE CATALOG OF GAMMA-RAY PULSARS (844 citations)"
Mathew Bullimore,Durham University,GB,"Black Holes and Theoretical Physics
Quantum Chromodynamics and Particle Interactions
Particle physics theoretical and experimental studies","Defects and quantum Seiberg-Witten geometry (141 citations)
The Coulomb Branch of 3d $${\mathcal{N}= 4}$$ N = 4 Theories (139 citations)
Boundaries, mirror symmetry, and symplectic duality in 3d N = 4 $$ \mathcal{N}=4 $$ gauge theory (119 citations)"
Matthew S. Hindle,Leeds Beckett University,GB,"Platelet Disorders and Treatments
Antiplatelet Therapy and Cardiovascular Diseases
Inflammatory Biomarkers in Disease Prognosis","Atherogenic lipid stress induces platelet hyperactivity through CD36-mediated hyposensitivity to prostacyclin: the role of phosphodiesterase 3A (35 citations)
Fibrinogen αC-subregions critically contribute blood clot fibre growth, mechanical stability, and resistance to fibrinolysis (34 citations)
Multidimensional flow cytometry reveals novel platelet subpopulations in response to prostacyclin (31 citations)"
Maxim Zabzine,Uppsala University,SE,"Black Holes and Theoretical Physics
Algebraic structures and combinatorial models
Homotopy and Cohomology in Algebraic Topology","Localization techniques in quantum field theories (324 citations)
The perturbative partition function of supersymmetric 5D Yang-Mills theory with matter on the five-sphere (202 citations)
N 3-behavior from 5D Yang-Mills theory (113 citations)"
Maxime Gabella,,,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Noncommutative and Quantum Gravity Theories","Effective learning with a personal AI tutor: A case study (83 citations)
Gravity dual and CERN LHC study of single-sector supersymmetry breaking (51 citations)
K-decompositions and 3d gauge theories (44 citations)"
Natalie M. Paquette,University of Washington Applied Physics Laboratory,US,"Black Holes and Theoretical Physics
Algebraic structures and combinatorial models
Noncommutative and Quantum Gravity Theories","Dual boundary conditions in 3d SCFT’s (107 citations)
Celestial holography meets twisted holography: 4d amplitudes from chiral correlators (98 citations)
Top-Down Holography in an Asymptotically Flat Spacetime (71 citations)"
Roderick V. Jensen,Brigham and Women's Hospital,US,"Occupational and environmental lung diseases
Quantum chaos and dynamical systems
Medical Imaging and Pathology Studies","Introduction to the Theory of Neural Computation (1277 citations)
The genome of woodland strawberry (Fragaria vesca) (1260 citations)
A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequencing Quality Control Consortium (1087 citations)"
Roland van der Veen,Medical Research Council,GB,"Geometric and Algebraic Topology
Advanced Combinatorial Mathematics
Homotopy and Cohomology in Algebraic Topology","RG domain walls and hybrid triangulations (34 citations)
ASYMPTOTICS OF CLASSICAL SPIN NETWORKS (18 citations)
Quadratic integer programming and the slope conjecture (15 citations)"
Ryan M. Fryer,,,"Cardiac Ischemia and Reperfusion
Receptor Mechanisms and Signaling
Anesthesia and Neurotoxicity Research","Ascorbic Acid Enhances Differentiation of Embryonic Stem Cells Into Cardiac Myocytes (479 citations)
Sarcolemmal Versus Mitochondrial ATP-Sensitive K+Channels and Myocardial Preconditioning (477 citations)
Bcl-2 family proteins are essential for platelet survival (430 citations)"
Sara Pasquetti,University of Milano-Bicocca,IT,"Black Holes and Theoretical Physics
Algebraic structures and combinatorial models
Quantum Chromodynamics and Particle Interactions","Localization techniques in quantum field theories (324 citations)
Holomorphic Blocks in Three Dimensions (173 citations)
A& B model approaches to surface operators and Toda thoeries (133 citations)"
Hyun‐Seok Kim,Dongguk University,KR,"Supercapacitor Materials and Fabrication
Electrocatalysts for Energy Conversion
Advancements in Battery Materials","A review on ZnO nanostructured materials: energy, environmental and biological applications (532 citations)
Fundamentals and comprehensive insights on pulsed laser synthesis of advanced materials for diverse photo- and electrocatalytic applications (447 citations)
Recent Advances in Metal Chalcogenides (MX; X = S, Se) Nanostructures for Electrochemical Supercapacitor Applications: A Brief Review (313 citations)"
Shlomo S. Razamat,Technion – Israel Institute of Technology,IL,"Black Holes and Theoretical Physics
Quantum Chromodynamics and Particle Interactions
Algebraic structures and combinatorial models","Localization techniques in quantum field theories (324 citations)
3d dualities from 4d dualities (305 citations)
Four Dimensional Superconformal Index from q -Deformed Two Dimensional Yang-Mills Theory (270 citations)"
Silviu S. Pufu,Princeton University,US,"Black Holes and Theoretical Physics
Quantum Chromodynamics and Particle Interactions
Particle physics theoretical and experimental studies","Towards the F-theorem: $ \mathcal{N} = 2 $ field theories on the three-sphere (526 citations)
The gravity dual of a p -wave superconductor (441 citations)
Localization techniques in quantum field theories (324 citations)"
Stavros Garoufalidis,Southern University of Science and Technology,CN,"Geometric and Algebraic Topology
Advanced Combinatorial Mathematics
Homotopy and Cohomology in Algebraic Topology","On the Melvin-Morton-Rozansky conjecture (219 citations)
The colored Jones function is q-holonomic (156 citations)
On the characteristic and deformation varieties of a knot (141 citations)"
Steven R. Gullans,,,"Ion Transport and Channel Regulation
Gene expression and cancer classification
Renal and related cancers","LNA-mediated microRNA silencing in non-human primates (1599 citations)
Minocycline inhibits cytochrome c release and delays progression of amyotrophic lateral sclerosis in mice (1070 citations)
Translation of microarray data into clinically relevant cancer diagnostic tests using gene expression ratios in lung cancer and mesothelioma. (882 citations)"
